Deskripsi,Judul,Link Berita,Tanggal Terbit
Informasi yang beredar bukan berasal dari akun resmi BTN.,Salah! Open Recruitment Bank Tabungan Negara (BTN) 2024,https://turnbackhoax.id/2024/10/21/salah-open-recruitment-bank-tabungan-negara-btn-2024/,2024/10/21
"Akun TikTok “raffiahmad_bagibagii” dan seluruh unggahannya adalah konten tiruan (impostor content), merupakan modus penipuan yang mencatut nama artis.",Penipuan Raffi Ahmad Giveaway dari Susun Kata Sampai Transfer Ratusan Juta,https://turnbackhoax.id/2024/10/21/penipuan-raffi-ahmad-giveaway-dari-susun-kata-sampai-transfer-ratusan-juta/,2024/10/21
Akun TikTok “hotmann.paris_official” tersebut termasuk dalam konten tiruan (impostor content) yang berpotensi menjadi modus penipuan online.,Penipuan Hotman Paris Bikin Giveaway Rp30 Juta di TikTok,https://turnbackhoax.id/2024/10/21/penipuan-hotman-paris-bikin-giveaway-rp30-juta-di-tiktok/,2024/10/21
Video yang menginformasikan tentang Sri Mulyani akan bagi-bagi uang Rp50 juta itu merupakan konten tiruan (impostor content) untuk modus penipuan.,Penipuan Sri Mulyani Mau Transfer Rp50 Juta untuk Modal Usaha,https://turnbackhoax.id/2024/10/21/penipuan-sri-mulyani-mau-transfer-rp50-juta-untuk-modal-usaha/,2024/10/21
Penggunaan micin dalam perawatan wajah justru bisa mengakibatkan permasalahan kulit.,Salah! Cara Hilangkan Flek Hitam dan Putihkan Wajah Pakai Micin,https://turnbackhoax.id/2024/10/21/salah-cara-hilangkan-flek-hitam-dan-putihkan-wajah-pakai-micin/,2024/10/21
Video yang beredar merupakan konten buatan AI.,Penipuan Ivan Gunawan Bagi-Bagi Rp20 Juta untuk Modal Usaha dan Bayar Utang,https://turnbackhoax.id/2024/10/21/penipuan-ivan-gunawan-bagi-bagi-rp20-untuk-modal-usaha-dan-bayar-utang/,2024-10-21
Tidak ada nama Permadi Arya dalam daftar calon menteri yang dipanggil Prabowo hari Senin (14/10/2024) dan Selasa (15/10/2024).,Salah! Permadi Arya (Abu Janda) Jadi Wamenag Urusan Intoleransi Agama,https://turnbackhoax.id/2024/10/21/salah-permadi-arya-abu-janda-jadi-wamenag-urusan-intoleransi-agama/,2024-10-21
"Tidak berkaitan dengan Hizbullah, faktanya pose atau gestur simbol tangan oleh Shaq adalah untuk mendukung gerakan “Timeout” oleh Robert Kraft melawan gerakan kebencian pada Oktober 2024.",Salah! Pesan Berantai WhatsApp Dukungan Shaquille O'Neal kepada Hizbullah,https://turnbackhoax.id/2024/10/21/salah-pesan-berantai-whatsapp-dukungan-shaquille-oneal-kepada-hizbullah/,2024-10-21
Hasil deteksi dari resemble.ai menunjukkan audio dalam unggahan merupakan hasil suntingan AI.,Penipuan Mamah Dedeh Berbagi Bantuan di TikTok,https://turnbackhoax.id/2024/10/21/penipuan-mamah-dedeh-berbagi-bantuan-di-tiktok/,2024-10-21
Pesan berisi “Surat panggilan tes interview RS. Siloam Hospitals” yang dikirim oleh info.lowongan@bumn.rekrutmen.com merupakan konten tiruan (impostor content) untuk modus penipuan.,Penipuan Surat Panggilan Tes Interview Siloam Hospitals,https://turnbackhoax.id/2024/10/21/penipuan-surat-panggilan-tes-interview-siloam-hospitals/,2024-10-21
"Aep memang resmi dilaporkan pihak keluarga Vina terkait dugaan keterangan palsu. Namun, Bareskrim Polri masih menyelidiki dugaan kesaksian palsu tersebut.",Salah! Aep Resmi Dipenjara Sebagai Penyebar Hoax Kasus Vina,https://turnbackhoax.id/2024/10/21/salah-aep-resmi-dipenjara-sebagai-penyebar-hoax-kasus-vina/,2024-10-21
Tidak ditemukan artikel dengan judul tersebut di laman CNBC Indonesia.,Salah! CNBC Indonesia Beritakan PM China: Negara Gila Agama Tidak Akan Maju Sampai Kapanpun Contohnya Seperti Indonesia,https://turnbackhoax.id/2024/10/21/salah-cnbc-indonesia-beritakan-pm-china-negara-gila-agama-tidak-akan-maju-sampai-kapan-pun-contohnya-seperti-indonesia/,2024-10-21
"Audio dalam video unggahan memiliki kemungkinan 99,9% sebagai buatan AI. Foto berasal dari pemberitaan tahun 2016 saat Puan masih menjadi Menko PMK.","Salah! Syukuran Jadi Ketua DPR Lagi, Puan Maharani Bagikan Rp25 Juta via TikTok",https://turnbackhoax.id/2024/10/21/salah-syukuran-jadi-ketua-dpr-lagi-puan-maharani-bagikan-rp25-juta-via-tiktok/,2024-10-21
"Faktanya, insiden tersebut tidak terjadi di Tel Aviv pada Oktober 2024, melainkan di Kota Safed, Israel, pada Juni 2022.",Salah! Video Penampakan Kebakaran di Tel Aviv Oktober 2024,https://turnbackhoax.id/2024/10/20/salah-video-penampakan-kebakaran-di-tel-aviv-oktober-2024/,2024-10-20
"Lewat akun Instagramnya, Bulog menginformasikan pendaftaran lowongan kerja sudah berakhir per Kamis (12/9/2024).",Penipuan Pendaftaran Lowongan Kerja Bulog,https://turnbackhoax.id/2024/10/20/penipuan-pendaftaran-lowongan-kerja-bulog/,2024-10-20
Unggahan bukan berasal dari akun resmi bercentang biru milik Ridwan Kamil.,Penipuan Ridwan Kamil Bagi-Bagi Rp35 Juta di TikTok,https://turnbackhoax.id/2024/10/20/penipuan-ridwan-kamil-bagi-bagi-rp35-juta-di-tiktok/,2024-10-20
PT Inalum dalam akun Instagram resminya menegaskan saat ini belum ada rekrutmen.,Penipuan Informasi Rekrutmen PT Inalum,https://turnbackhoax.id/2024/10/19/penipuan-informasi-rekrutmen-pt-inalum/,2024-10-19
Tidak ada pemberitaan Detik.com yang memuat tentang kasus tersebut.,Salah! Detikcom Beritakan Bank Indonesia Telah Menyita Rekening Nadiem Makarim,https://turnbackhoax.id/2024/10/19/salah-detikcom-beritakan-bank-indonesia-telah-menyita-rekening-nadiem-makarim/,2024-10-19
"Faktanya, lagu Kebyar-kebyar dibawakan oleh Arkana—band asal Inggris—dalam konser RCTI di tahun 2015",Salah! Lagu Kebyar-Kebyar Dikumandangkan Penyanyi Kenamaan Spanyol,https://turnbackhoax.id/2024/10/19/salah-lagu-kebyar-kebyar-dikumandangkan-penyanyi-kenamaan-spanyol/,2024-10-19
Tidak ada konten tentang “Najwa Shihab bagi-bagi uang Rp500 ribu” dalam akun Instagram resmi bercentang biru milik Najwa Shihab.,Penipuan Najwa Shihab Bagi-Bagi Uang Rp500 Ribu di TikTok,https://turnbackhoax.id/2024/10/18/penipuan-najwa-shihab-bagi-bagi-uang-rp500-ribu-di-tiktok/,2024-10-18
Jokowi tak pernah menjanjikan membagikan bantuan Rp 50 juta. Video yang beredar merupakan hasil suntingan dari potongan dokumentasi saat Jokowi menyampaikan pidato.,Penipuan Nazar Jelang Pensiun Jokowi Bagikan Rp50 Juta di TikTok,https://turnbackhoax.id/2024/10/18/penipuan-nazar-jelang-pensiun-jokowi-bagikan-rp50-juta-di-tiktok/,2024-10-18
"Otoritas Jasa Keuangan (OJK) memang mengumumkan belasan bank yang ditutup tahun ini. Namun, daftar itu tak memuat nama bank dalam unggahan akun Instagram ‘indah_elizamaria’.","Salah! Bank Bukopin, Panin, BTN, Danamon Hingga CIMB Niaga Bakal Ditutup",https://turnbackhoax.id/2024/10/18/salah-bank-bukopin-panin-btn-danamon-hingga-cimb-niaga-bakal-ditutup/,2024-10-18
Audio dalam unggahan telah diubah menggunakan AI. Video aslinya merupakan momen Iriana menyampaikan selamat ulang tahun untuk Dewan Kerajinan Nasional (Dekranas).,Penipuan Iriana Jokowi Beri Bantuan Rp25 Juta Lewat TikTok,https://turnbackhoax.id/2024/10/18/penipuan-iriana-jokowi-beri-bantuan-rp25-juta-lewat-tiktok/,2024-10-18
"Faktanya, video asli merupakan reportase CNN Indonesia mengenai warga Dusun Posong, Kecamatan Tapen, Bondowoso, yang berhasil mengubah nasib setelah menjadi YouTuber.",Salah! Warga Kampung Bondowoso Kaya Raya Setelah Main Judi Online,https://turnbackhoax.id/2024/10/18/salah-warga-kampung-bondowoso-kaya-raya-setelah-main-judi-online/,2024-10-18
Tidak ada bukti ilmiah yang mendukung klaim tersebut. Coca-Cola dan bawang bombay jika dicampurkan justru memiliki efek yang berlawanan.,Salah! Campuran Coca-Cola dan Bawang Bombay Ampuh Obati Diabetes,https://turnbackhoax.id/2024/10/18/salah-campuran-coca-cola-dan-bawang-bombay-ampuh-obati-diabetes/,2024-10-18
Potongan video yang beredar di medsos itu merupakan potongan dokumentasi saat Anies dan Sandiaga Uno (pasangan dalam Pilkada 2017) melakukan silaturahmi antar pimpinan partai pengusung di rumah Prabowo Subianto.,SALAH Anies Baswedan Merapat ke Rumah Prabowo,https://turnbackhoax.id/2024/10/18/salah-anies-baswedan-merapat-ke-rumah-prabowo/,2024/10/18
Foto aslinya merupakan dokumentasi saat pria berinisial ER diproses kepolisian atas kasus pencabulan terhadap santri laki-laki.,SALAH Menetri Bahlil Terciduk dan Pakai Baju Tahanan,https://turnbackhoax.id/2024/10/18/salah-menteri-bahlil-terciduk-dan-pakai-baju-tahanan/,2024/10/18
"Per Jumat (18/10/2024), Harvey Moeis masih berstatus sebagai terdakwa tindak pidana korupsi tata niaga timah.",SALAH Hakim Ketok Palu Bebaskan Harvey Moeis,https://turnbackhoax.id/2024/10/18/salah-hakim-ketok-palu-bebaskan-harvey-moeis/,2024/10/18
"Gibran tidak berbicara sendiri, tetapi berinteraksi dan menyapa orang-orang di sekelilingnya.",SALAH Potongan Video Gibran Berbicara Sendiri,https://turnbackhoax.id/2024/10/18/salah-potongan-video-gibran-berbicara-sendiri/,2024/10/18
Tidak ada informasi resmi atau sumber kredibel yang membenarkan bergabungnya PDIP ke koalisi pemerintahan.,SALAH Gibran Ancam Mundur dari Kursi Wapres Kalau PDIP Gabung Koalisi Pemerintahan,https://turnbackhoax.id/2024/10/18/salah-gibran-ancam-mundur-dari-kursi-wapres-kalau-pdip-gabung-koalisi-pemerintahan/,2024/10/18
"Faktanya, narasi yang beredar di media sosial itu keliru. Video unggahan akun X @NenkMonica itu terpotong sehingga konteksnya tak utuh.",SALAH Potongan Video Puan dan Prabowo Mengabaikan Jokowi,https://turnbackhoax.id/2024/10/18/salah-potongan-video-puan-dan-prabowo-mengabaikan-jokowi-2/,2024/10/18
"Hasil manipulasi, faktanya video aslinya adalah yang direkam di acara “Abraham Samad SPEAK UP”.",SALAH Video Dennis Lim Promosi Situs Surga898,https://turnbackhoax.id/2024/10/17/salah-video-dennis-lim-promosi-situs-surga898/,2024/10/17
Kemenag membantah adanya program umroh gratis. Masyarakat diimbau mengakses informasi tentang haji dan umrah di laman serta media sosial Kemenag RI dan Ditjen Penyelenggaraan Haji dan Umrah (PHU).,PENIPUAN Paket Umroh Gratis 2024 dari Kementerian Agama untuk 5.000 Orang,https://turnbackhoax.id/2024/10/17/penipuan-paket-umroh-gratis-2024-dari-kementerian-agama-untuk-5-000-orang/,2024/10/17
"Video yang beredar merupakan potongan momen penertiban penambang emas ilegal di Geumpang, Pidie, Aceh pada Juni 2022.",SALAH Potongan Video Tentara Cina Melawan TNI,https://turnbackhoax.id/2024/10/17/salah-potongan-video-tentara-cina-melawan-tni/,2024/10/17
"Judul telah disunting dari pemberitaan Serambinews “Rocky Gerung Kembali ke Aceh untuk Bertemu Kaum Milenial, Ini Agendanya” yang tayang Februari 2023.",SALAH Serambinews Tayangkan Rocky Gerung Berita Berita Indonesia Semuanya Muat Berita Hoax Tentang Israel,https://turnbackhoax.id/2024/10/17/salah-serambinews-tayangkan-rocky-gerung-berita-berita-indonesia-semuanya-muat-berita-hoax-tentang-israel/,2024/10/17
Tidak ada informasi valid atau pemberitaan kredibel yang membenarkan klaim itu.,SALAH Jokowi Murka Prabowo Diam Diam Jadikan Anies Wapres Gantikan Gibran,https://turnbackhoax.id/2024/10/17/salah-jokowi-murka-prabowo-diam-diam-jadikan-anies-wapres-gantikan-gibran/,2024/10/17
"Dari penelusuran lewat Hive Moderation, diketahui unggahan yang beredar itu memiliki probabilitas 99,7 persen sebagai buatan A",PENIPUAN Sri Mulyani Beri Rp20 Juta untuk Orang Tua Siswa Lewat Tiktok,https://turnbackhoax.id/2024/10/17/penipuan-sri-mulyani-beri-rp20-juta-untuk-orang-tua-siswa-lewat-tiktok/,2024/10/17
Tidak ada sumber kredibel yang menyebut warga panik lantaran Gunung Merapi mengeluarkan suara mengerikan.,SALAH Warga Panik Gunung Merapi Keluarkan Suara Mengerikan,https://turnbackhoax.id/2024/10/17/salah-warga-panik-gunung-merapi-keluarkan-suara-mengerikan/,2024/10/17
Video Rano Karno membagikan uang hingga 50 juta rupiah di Tiktok merupakan hasil buatan AI dengan probabilitas 99%.,PENIPUAN Cagub Jakarta Rano Karno Bagi Bagi Rp50 Juta di Tiktok,https://turnbackhoax.id/2024/10/17/penipuan-cawagub-jakarta-rano-karno-bagi-bagi-rp50-juta-di-tiktok/,2024/10/17
"Setelah dilakukan pendeteksian menggunakan Hive Moderation, audio dari unggahan yang beredar itu memiliki probabilitas 99,9% sebagai konten buatan AI.",PENIPUAN Cawagub Jabar Ilham Habibie Beri Bantuan Pelunasan Utang dan Modal Usaha,https://turnbackhoax.id/2024/10/17/penipuan-cawagub-jabar-ilham-habibie-beri-bantuan-pelunasan-utang-dan-modal-usaha/,2024/10/17
"Dari sejumlah kanal resmi Bank Bengkulu, tidak ditemukan informasi tentang grand prize bagi nasabah pengguna Bank Bengkulu Mobile.",PENIPUAN Undian Grand Prize untuk Pengguna Bank Bengkulu Mobile,https://turnbackhoax.id/2024/10/17/penipuan-undian-grand-prize-untuk-pengguna-bank-bengkulu-mobile/,2024/10/17
RBB 2024 telah dilaksanakan 23 Maret—1 April 2024. Tidak ada informasi dari pihak Kementerian BUMN yang membenarkan ada RBB di bulan Oktober 2024 khusus untuk lulusan SMA.,PENIPUAN Rekrutmen Bersama BUMN RBB Oktober 2024 Khusus Lulusan SMA,https://turnbackhoax.id/2024/10/16/penipuan-rekrutmen-bersama-bumn-rbb-oktober-2024-khusus-lulusan-sma/,2024/10/16
"Dalam akun media sosial resmi (Facebook, Tiktok, dan Instagram) Baim Wong, tidak ditemukan unggahan tentang “giveaway Rp30 juta).",PENIPUAN Testimoni Pemenang Giveaway Rp30 Juta dari Baim Wong,https://turnbackhoax.id/2024/10/16/penipuan-testimoni-pemenang-giveaway-rp30-juta-dari-baim-wong/,2024/10/16
"Dalam akun Instagram “bersamabumn” (kanal resmi seputar Rekrutmen Bersama BUMN), tidak ditemukan informasi tersebut.",PENIPUAN Penerimaan Pegawai Baru BUMN Penempatan Sesuai Domisili,https://turnbackhoax.id/2024/10/16/penipuan-penerimaan-pegawai-baru-bumn-penempatan-sesuai-domisili/,2024/10/16
"Pelaksanaan pernikahan dapat dilakukan di mana saja, baik saat hari kerja maupun saat hari libur.",SALAH Aturan Baru Tidak Boleh Menikah Hari Sabtu Minggu dan Hari Libur,https://turnbackhoax.id/2024/10/16/salah-aturan-baru-tidak-boleh-menikah-hari-sabtu-minggu-dan-hari-libur/,2024/10/16
"Pelaksana Harian (Plh) Manajer Humas KAI Daerah Operasional 1, yang menjadi daerah operasi jalur Merak, menegaskan pencerita kisah tersebut bukanlah masinis PT Kereta Api Indonesia (KAI).",SALAH Cerita Masinis Kereta Barang Diganggu Arwah Kecelakaan Kereta di Jalur Merak,https://turnbackhoax.id/2024/10/16/salah-cerita-masinis-kereta-barang-diganggu-arwah-kecelakaan-kereta-di-jalur-merak/,2024/10/16
AFC—dalam menjawab surat protes yang dilayangkan oleh PSSI—memastikan hasil laga Bahrain vs Indonesia tidak ada perubahan.,"SALAH FIFA Batalkan Gol Kedua Bahrain, Skor Jadi 2-1 untuk Indonesia",https://turnbackhoax.id/2024/10/16/salah-fifa-batalkan-gol-kedua-bahrain-skor-jadi-2-1-untuk-indonesia/,2024/10/16
"Video bantahan Prabowo terkait Pilpres 2019 beredar sejak 2018, sementara video Hashim terkait Pemilu 2024 beredar pada 2023.",SALAH Video Pembatalan Prabowo terhadap Janji Hashim Djojohadikusumo Soal Penambahan Gaji Guru,https://turnbackhoax.id/2024/10/16/salah-video-pembatalan-prabowo-terhadap-janji-hashim-djojohadikusumo-soal-penambahan-gaji-guru/,2024/10/16
Tidak ditemukan informasi valid tentang bergabungnya Rocky Gerung ke PDIP.,SALAH Rocky Gerung Gabung ke PDIP,https://turnbackhoax.id/2024/10/16/salah-rocky-gerung-gabung-ke-pdip/,2024/10/16
Vice President Corporate Communication PT Pertamina mengonfirmasi tidak ada lowongan kerja yang dibuka pada Oktober 2024.,PENIPUAN Pertamina Buka Lowongan Kerja Oktober 2024,https://turnbackhoax.id/2024/10/15/penipuan-pertamina-buka-lowongan-kerja-oktober-2024/,2024/10/15
"Setelah dilakukan pendeteksian menggunakan Hive Moderation, audio dari unggahan yang beredar itu memiliki probabilitas 99,9% sebagai konten buatan AI.",PENIPUAN Video Putri Tanjung Berikan Bantuan Rp25 Juta,https://turnbackhoax.id/2024/10/15/penipuan-video-putri-tanjung-berikan-bantuan-rp25-juta/,2024/10/15
"Narator dalam video hanya membacakan artikel Suara Pemerintah yang berjudul “Gunung Semeru Meletus Sembilan Kali, Masyarakat Diminta Waspada”.",SALAH Video Erupsi Semeru Membuat Warga Berhamburan,https://turnbackhoax.id/2024/10/15/salah-video-erupsi-semeru-membuat-warga-berhamburan/,2024/10/15
Emil Audero tidak pernah mengeluarkan pernyataan tentang keinginannya bergabung ke Timnas Indonesia.,SALAH Emil Audero Ingin Dinaturalisasi dan Gabung ke Timnas Indonesia,https://turnbackhoax.id/2024/10/15/salah-emil-audero-ingin-dinaturalisasi-dan-gabung-ke-timnas-indonesia/,2024/10/15
Video mengenai Jhon Lbf mempromosikan situs judi online merupakan manipulasi AI. Di akun Instagram resmi Jhon Lbf tidak ditemukan informasi seperti yang diunggah sumber klaim.,PENIPUAN Video Jhon LBF Promosi Situs Judi Online,https://turnbackhoax.id/2024/10/15/penipuan-video-jhon-lbf-promosi-situs-judi-online/,2024/10/15
"Setelah dilakukan pendeteksian menggunakan Hive Moderation, audio dari unggahan yang beredar itu memiliki probabilitas 99,9% sebagai konten buatan AI.",PENIPUAN Calon Bupati Bandung Sahrul Gunawan Mau Transfer Rp20 Juta untuk Pendukung,https://turnbackhoax.id/2024/10/15/penipuan-calon-bupati-bandung-sahrul-gunawan-mau-transfer-rp20-juta-untuk-pendukung/,2024/10/15
Badan Pengawas Obat dan Makanan menegaskan tidak ada kaitan antara warna tutup botol dengan kandungan air yang ada di dalamnya.,SALAH Jenis atau Sumber Air Kemasan Bisa Terlihat dari Warna Tutup Botol,https://turnbackhoax.id/2024/10/15/salah-jenis-atau-sumber-air-kemasan-bisa-terlihat-dari-warna-tutup-botol/,2024/10/15
"BMKG menegaskan informasi tentang “Cilacap, Kebumen, Purworejo, dan Wonogiri akan terkena gempa megathrust” adalah hoaks yang tidak memiliki dasar ilmiah yang valid.",SALAH Empat Wilayah di Jawa Tengah Bakal Terdampak Gempa Megathrust,https://turnbackhoax.id/2024/10/15/salah-empat-wilayah-di-jawa-tengah-bakal-terdampak-gempa-megathrust/,2024/10/15
Pendaftaran penerima dana bantuan sosial (bansos) secara resmi hanya lewat aplikasi “Cek Bansos”.,PENIPUAN Tautan Pendaftaran Penerima Dana Bansos PKH 2024,https://turnbackhoax.id/2024/10/14/penipuan-tautan-pendaftaran-penerima-dana-bansos-pkh-2024/,2024/10/14
Tak ada pernyataan tentang Arab Saudi melarang imam masjid mendoakan Palestina.,SALAH Arab Saudi Melarang Imam Masjid di Negaranya untuk Mendoakan Palestina,https://turnbackhoax.id/2024/10/14/salah-arab-saudi-melarang-imam-masjid-di-negaranya-untuk-mendoakan-palestina/,2024/10/14
"Keputusan Presiden (Keppres) tentang Pemindahan Ibu Kota dari Jakarta ke Ibu Kota Nusantara (IKN) tetap dibuat. Namun, Jokowi menyerahkannya untuk diteken Prabowo Subianto, presiden terpilih periode 2024—2029.","SALAH Jokowi Batalkan Keppres IKN, Jakarta Tetap Ibu Kota",https://turnbackhoax.id/2024/10/14/salah-jokowi-batalkan-keppres-ikn-jakarta-tetap-ibu-kota/,2024/10/14
Pihak Pertamina menegaskan kabar “pelarangan pembelian BBM bagi masyarakat yang menunggak pajak” adalah informasi yang tidak benar.,SALAH Penunggak Pajak Dilarang Beli BBM oleh Pertamina,https://turnbackhoax.id/2024/10/14/salah-penunggak-pajak-dilarang-beli-bbm-oleh-pertamina/,2024/10/14
"Kapolres Aceh Timur, Nova Suryandaru, bukanlah pemilik nomor tersebut. Ia mengimbau masyarakat untuk berhati-hati dan tidak mudah percaya.",PENIPUAN Akun WhatsApp Kapolres Aceh Timur Nova Suryandaru,https://turnbackhoax.id/2024/10/14/penipuan-akun-whatsapp-kapolres-aceh-timur-nova-suryandaru/,2024/10/14
"Faktanya, seluruh informasi rekrutmen Telkom dibagikan melalui website resmi Telkom, yaitu careers.telkom.co.id dan akun media sosial resmi @livingintelkom, maupun akun resmi anak perusahaan Telkom lainnya.",PENIPUAN Penerimaan Pegawai Baru PT Telkom Indonesia Oktober 2024,https://turnbackhoax.id/2024/10/14/penipuan-penerimaan-pegawai-baru-pt-telkom-indonesia-oktober-2024/,2024/10/14
Audio suara dari Iwan Fals dalam video tersebut sebesar 98% memiliki probabilitas sebagai buatan AI.,PENIPUAN Iwan Fals Merekomendasikan Obat Diabetes,https://turnbackhoax.id/2024/10/13/penipuan-iwan-fals-merekomendasikan-obat-diabetes/,2024/10/13
Video asli menunjukkan Terawan—kala itu sebagai Menteri Kesehatan RI—sedang menghadiri Global Vaccine Summit 2020.,PENIPUAN Terawan Promosi Obat Diabetes Disiarkan Kompas TV,https://turnbackhoax.id/2024/10/13/penipuan-terawan-promosi-obat-diabetes-disiarkan-kompas-tv/,2024/10/13
Unggahan tentang informasi giveaway itu bukan berasal dari akun media sosial resmi milik Jusuf Hamka.,Penipuan Giveaway Uang untuk Bangun Rumah dari Jusuf Hamka,https://turnbackhoax.id/2024/10/12/penipuan-giveaway-uang-untuk-bangun-rumah-dari-jusuf-hamka/,2024/10/12
"Tidak ada pernyataan dan bukti akurat yang mendukung klaim “Gibran dibawa KPK,”.",Salah! Gibran Dibawa KPK Usai Ada Temuan Bukti Kuat,https://turnbackhoax.id/2024/10/12/salah-gibran-dibawa-kpk-usai-ada-temuan-bukti-kuat/,2024/10/12
"Akun Facebook “PT. Pamapersada Nusantara” dan unggahannya merupakan konten tiruan. Informasi loker hanya melalui career.pamapersada.com, serta instagram join_pamapersada.",Penipuan Informasi Open Recruitment di Akun Facebook PT Pamapersada Nusantara,https://turnbackhoax.id/2024/10/12/penipuan-informasi-open-recruitment-di-akun-facebook-pt-pamapersada-nusantara/,2024/10/12
"Metode berkumur dengan bensin atau minyak tanah untuk mengobati sakit gigi tidak terbukti secara ilmiah, justru memiliki risiko kesehatan yang besar.",Salah! Berkumur dengan Minyak Tanah atau Bensin Bisa Obati Sakit Gigi,https://turnbackhoax.id/2024/10/12/salah-berkumur-dengan-minyak-tanah-atau-bensin-bisa-obati-sakit-gigi/,2024/10/12
"Bank Nagari memang memiliki program undian berhadiah, tetapi mekanismenya tidak seperti yang disebarkan akun tiruan tersebut.","Penipuan Undian Berhadiah Mobil, Umroh, Motor dan Logam Mulia dari Bank Nagari",https://turnbackhoax.id/2024/10/12/penipuan-undian-berhadiah-mobil-umroh-motor-dan-logam-mulia-dari-bank-nagari/,2024/10/12
Tidak ada uji ilmiah yang telah dilakukan dari ekstrak nanas maupun senyawa bromelain murni sebagai tindakan preventif kardiovaskuler.,Belum Terbukti! Infused Water dari Nanas Dapat Sembuhkan Jantung Koroner,https://turnbackhoax.id/2024/10/12/belum-terbukti-infused-water-dari-nanas-dapat-sembuhkan-jantung-koroner/,2024/10/12
PT Industri Jamu dan Farmasi Sido Muncul tidak pernah mengadakan undian berhadiah melalui media atau platform di luar laman resmi.,Penipuan Program CSR Sido Muncul Bagi-Bagi Modal Usaha Rp57 Juta,https://turnbackhoax.id/2024/10/12/penipuan-program-csr-sido-muncul-bagi-bagi-modal-usaha-rp57-juta/,2024/10/12
"Faktanya, penelitian tentang efektifitas mengkudu dalam menurunkan darah tinggi baru sebatas uji coba ke hewan.",Belum Terbukti! Buah Mengkudu Bisa Permanen Sembuhkan Darah Tinggi,https://turnbackhoax.id/2024/10/11/belum-terbukti-buah-mengkudu-bisa-permanen-sembuhkan-darah-tinggi/,2024/10/11
"Pihak RSUD Kabupaten Kediri mengatakan akun Instagram @rsudkabkediri sedang diretas, semua penawaran tersebut adalah penipuan.",Penipuan! RSUD Kabupaten Kediri Bikin Promo Tebus Murah iPhone,https://turnbackhoax.id/2024/10/11/penipuan-rsud-kabupaten-kediri-bikin-promo-tebus-murah-iphone/,2024/10/11
"Faktanya, video itu merupakan dokumentasi penikaman di Kolombia, Amerika Selatan. Tak ada kaitannya dengan bentrokan di Jakarta.",Salah! Pesan Berantai Video Bentrokan Kelompok Ambon di Jakarta,https://turnbackhoax.id/2024/10/11/salah-pesan-berantai-video-bentrokan-kelompok-ambon-di-jakarta/,2024/10/11
Kepala Dinas Kominfo Kabupaten Asahan menegaskan nomor WhatsApp 0822 4131 2224 bukan milik Pjs Bupati Asahan Basarin Yunus.,Penipuan Panggilan WA Pinjam Dana dari Pjs Bupati Asahan,https://turnbackhoax.id/2024/10/10/penipuan-panggilan-wa-pinjam-dana-dari-pjs-bupati-asahan/,2024/10/10
Tidak ada informasi tentang undian berhadiah seperti itu di akun resmi Bank Muamalat.,Penipuan Undian Berhadiah Mobil BMW dan Tabungan Emas dari Bank Muamalat,https://turnbackhoax.id/2024/10/10/penipuan-undian-berhadiah-mobil-bmw-dan-tabungan-emas-dari-bank-muamalat/,2024/10/10
"Akun palsu. Akun resmi Sergei Domogatski atau yang dikenal sebagai Mr.Terimakasih adalah instagram.com/mr.terimakasih, instagram.com/mr.terimakasih.official, dan tiktok.com/@mr.terima_kasih.",Penipuan Akun Facebook M.R Terimakasih Berbagi Uang,https://turnbackhoax.id/2024/10/10/penipuan-akun-facebook-m-r-terimakasih-berbagi-uang/,2024/10/10
Narasi “Inul Daratista bagikan uang Rp270 juta tanpa diundi bagi yang berhasil tebak kata nama buah” termasuk kategori konten tiruan.,Penipuan! Inul Daratista Bikin Kuis Tebak Buah Hadiah Rp270 Juta Tanpa Diundi,https://turnbackhoax.id/2024/10/10/penipuan-inul-daratista-bikin-kuis-tebak-buah-hadiah-rp270-juta-tanpa-diundi/,2024/10/10
"Hingga artikel ini ditayangkan, tidak ditemukan pemberitaan kredibel yang membenarkan Anies adalah Ketua Umum Partai Perubahan Indonesia.",Salah! Anies Baswedan Jadi Ketua Umum Partai Perubahan Indonesia,https://turnbackhoax.id/2024/10/10/salah-anies-baswedan-jadi-ketua-umum-partai-perubahan-indonesia/,2024/10/10
Unggahan tersebut bukan berasal dari akun media sosial resmi milik Agnez Mo.,Penipuan! Agnez Mo Bagi-Bagi Uang Ratusan Juta Cari 110 Orang,https://turnbackhoax.id/2024/10/10/penipuan-agnez-mo-bagi-bagi-uang-ratusan-juta-cari-110-orang/,2024/10/10
"Informasi layanan online yang diunggah akun TikTok “pinjaman_kur_mandiri” adalah konten tiruan, mencatut nama Bank Mandiri dan merupakan modus penipuan.",Penipuan Nomor WhatsApp untuk Pengajuan KUR Bank Mandiri,https://turnbackhoax.id/2024/10/10/penipuan-nomor-whatsapp-untuk-pengajuan-kur-bank-mandiri/,2024/10/10
PT Freeport menegaskan info loker hanya dapat diakses melalui ptfi.co.id/id/karir.,Penipuan Pendaftaran Kerja PT Freeport Melalui Link di Facebook,https://turnbackhoax.id/2024/10/10/penipuan-pendaftaran-kerja-pt-freeport-melalui-link-di-facebook/,2024/10/10
