Statement,Narrative,Label
"“sepertinya mereka bukan orang indonesia, atau mereka anti bhinneka tunggal ika? ridwan kamil dan suswono memproklamirkan satu agama saja (islam) utk dkj. cagub dan cawagub ini jelas2 bukan orang indonesia, karena tidak terapkan pancasila. seharusnya mereka kampanye di arab atau daerah hamas, hisbullah, houti.”","sejak minggu (6/10/2024), beredarvideo di tiktok dari akun “lenimarlina” berisi klaim tentang ridwan kamil (rk)—suswono (pasangan calon gubernur jakarta nomor urut 1) memproklamirkan bakal menjadikan jakarta satu agama islam.
berikut narasi lengkapnya:
“sepertinya mereka bukan orang indonesia, atau mereka anti bhinneka tunggal ika? ridwan kamil dan suswono memproklamirkan satu agama saja (islam) utk dkj. cagub dan cawagub ini jelas2 bukan orang indonesia, karena tidak terapkan pancasila. seharusnya mereka kampanye di arab atau daerah hamas, hisbullah, houti.”
dalam video terdapat tautan pemberitaan tempo.co “ hingga rabu (23/10/2024), unggahan tersebut telah mendapatkan 18 penyuka, 102 tayangan dan 1 komentar yang terlihat mempercayai unggahan tersebut.
setelah dilakukan penelusuran menggunakan mesin pencarian google dengan kata kunci “ridwan kamil proklamirkan satu agama jakarta”, ditemukan pemberitaan okezone tentang rk yang telah meluruskan klaim itu.
dilansir dariokezone, ia telah menegaskan kabar “rk memproklamirkan satu agama di jakarta jika terpilih sebagai gubernur” adalah hoaks.
“saya ingin menyampaikan klarifikasi ada satu berita, seolah-olah gara-gara kami yang menyebutkan magrib mengaji, seolah-olah jakarta diproklamasikan menjadi wilayah satu agama. saya sampaikan itu adalah tidak betul, itu adalah tidak benar,” jelasnya dalam video yang diunggah di instagram pribadinya (ridwankamil), selasa (8/10/2024).
untuk diketahui, mengutip pemberitaancnnindonesia.com, program “magrib mengaji” nantinya hanya mewajibkan anak sekolah yang beragama islam untuk mengaji setelah magrib.
lebih lanjut, tautan beritatempo.coyang dituliskan dalam unggahan akun tiktok “lenimarlina” juga tidak membahas rk yang memproklamirkan satu agama di jakarta. isinya berupa kritik dari the indonesian institute (tii) tentang program “magrib mengaji” yang dinilai eksklusif untuk satu golongan agama.",1
“rekrutmen  untuk putra putri terbaik indonesia melaluirekrutmen bersama  pendamping desa kecamatan p3pd grup 2024.mari memberikan yang terbaik untuk negara.klik link untuk mendaftar”,"akun facebook “rekrutmen pendamping desa kecamatan” mengunggahfoto berisi informasi lowongan pendamping program penguatan pemerintahan dan pembangunan desa (p3pd) di desa dan kecamatan tahun 2024.
berikut narasi lengkapnya:
“rekrutmen  untuk putra putri terbaik indonesia melaluirekrutmen bersama  pendamping desa kecamatan p3pd grup 2024.mari memberikan yang terbaik untuk negara.klik link untuk mendaftar”
per selasa (12/11/2024) unggahan sudah disukai lebih dari 375 akun dan dibagikan ulang hampir 40 kali. konten itu juga dibanjiri puluhan komentar, mayoritas tertarik untuk mengisi posisi tersebut dengan menanyakan “batas umur berapa” hingga “kontrak berapa tahun”.
tim pemeriksa fakta mafindo (turnbackhoax) menelusuri akun instagram resmi kementerian desa, pembangunan daerah tertinggal, dan transmigrasi (kemendespdtt). hasilnya, diketahui kementerian tak membuka lowongan tersebut.
tautan dalam unggahan akun facebook “rekrutmen pendamping desa kecamatan” pun tidak mengarah ke laman resmi kementerian (kemendesa.go.id).",1
" “murni karena ada kegiatan. insya allah darul muwahhidin tidak terkait dengan kegiatan politik praktis. siapa pun yang datang untuk bersilaturahmi kami terima,” pungkasnya.","pondok pesantren (ponpes) darul muwahiddin mengklarifikasi atas kabar penolakan pesantren tersebut kepada calon wakil presiden ma’aruf amin. wakil pimpinan ponpes darul muwahiddin asep zaki menjelaskan bahwa penolakan atas kedatangan ma’aruf amin ke ponpesnya lantaran agenda kedatangannya bentrok dengan agenda pimpinan ponpes.
“kami tidak menolak secara silaturahmi beliau ke pesantren darul muwahhidin, cuman bertepatan betul-betul pak kiyai (pimpinan ponpes) sudah ada agenda yang sebelumnya direncanakan,” jelas asep.
ma’aruf amin dijadwalkan hadir di garut hari sabtu dan minggu, 2-3 desember 2018. asep mengatakan, di saat yang sama, para pimpinan serta sebagian santri dan jemaah akan menghadiri acara peringatan maulid nabi di luar kota.
“tidak etis ketika ada tamu yang datang tapi pemilik rumahnya tidak ada. untuk itu kami buat surat permohonan maaf atas jawaban surat yang dikirim pcnu (surat permohonan kunjungan ma’ruf amin),” terangnya.
perihal foto surat yang dikatakan sebagai surat penolakan, asep menjelaskan, surat tersebut bukan surat penolakan melainkan surat permohonan maaf. “bukan surat penolakan lebih tepatnya permohonan maaf,” ungkapnya.
menurut informasi yang dihimpun, ma’ruf amin datang ke garut sebagai penasihat pbnu. asep memastikan, tidak ada unsur politik terhadap penolakan kedatangan ma’ruf amin ke ponpes darul muwahhidin.
“murni karena ada kegiatan. insya allah darul muwahhidin tidak terkait dengan kegiatan politik praktis. siapa pun yang datang untuk bersilaturahmi kami terima,” pungkasnya.",0
"di facebook terdapat beberapa akun yang mengatasnamakan bupati luwu utara, indah putri indriani. atas bermunculan akun atas nama dirinya, indah putri angkat bicara. dilansir dari tribunnews.com( bupati yang pernah berprofesi sebagai dosen tersebut menegaskan, dirinya sudah lama tidak aktif di media sosial facebook. dengan demikian, akun yang ada di facebook atas nama dirinya adalah akun palsu. “saya menghimbau supaya mengabaikan permintaan pertemanan dan sebagainya apabila ada akun mengatasnamakan saya, karena saya tidak aktif gunakan facebook,” tegas indah.","di media sosial facebook muncul akun yang mengatasnamakan bupati luwu utara, indah putri indriani. setidaknya, ada tiga akun yang mengatasnamakan bupati berparas cantik tersebut. atas munculnya berbagai macam akun facebook atas nama dirinya, indah putri menegaskan bahwa akun-akun facebook tersebut adalah palsu.
dilansir dari tribunnews.com( indah mengatakan, dirinya sudah lama tidak aktif di media jejaring sosial facebook. atas beredarnya akun-akun tersebut, wanita yang pernah menjadi dosen itu mengimbau kepada masyarakat agar tidak mempercayai atau menerima permintaan pertemanan dari akun-akun palsu yang mengatasnamakan dirinya.
“saya menghimbau supaya mengabaikan permintaan pertemanan dan sebagainya apabila ada akun mengatasnamakan saya, karena saya tidak aktif gunakan facebook,” tegas indah.
indah kembali mengingatkan kepada pengguna facebook, agar hati-hati dan selektif, jangan sampai tertipu oleh akun atas nama dirinya ataupun akun-akun palsu lainnya.
“hoax itu, termasuk jika ada pesan singkat meminta sesuatu dan membuat status tolong diabaikan saja,” pungkas indah.",0
"“assalamualaikum semuanya perkenalkan saya vicky prasetyo calon bupati pemalang tahun ini, jika kalian menemukan postingan ini selamat saya akan membagikan bantuan khusus modal usaha atau bayar hutang, bagi yang ketahuan follow dan share vt ini bukan suatu hal kebetulan mungkin ini sudah menjadi nazar sebelum menjadi bupati, jangan lewatkan kesempatan ini ya, ini real amanah no tipu-tipu”","akun tiktok “vicki_prastioo” pada selasa (24/9/2024) membagikanvideo, isinya menampilkan sosok vicky prasetyo yang mengatakan dirinya bakal memberi bantuan ke warganet untuk modal usaha dan bayar utang. berikut narasi lengkapnya:
“assalamualaikum semuanya perkenalkan saya vicky prasetyo calon bupati pemalang tahun ini, jika kalian menemukan postingan ini selamat saya akan membagikan bantuan khusus modal usaha atau bayar hutang, bagi yang ketahuan follow dan share vt ini bukan suatu hal kebetulan mungkin ini sudah menjadi nazar sebelum menjadi bupati, jangan lewatkan kesempatan ini ya, ini real amanah no tipu-tipu”
hingga kamis (14/11/2024), unggahan video tersebut telah ditonton lebih dari 50 ribu kali dan dibagikan ulang sekitar 870-an kali.
tim pemeriksa fakta mafindo (turnbackhoax) menelusuri kebenaran informasi lewat akun media sosial vicky prasetyo, yakni instagram “vickyprasetyo777” dan tiktok “vickyprasetyo.gladiator”. hasilnya, tidak ditemukan video serupa di dua akun tersebut.
turnbackhoax kemudian memeriksa audio unggahan dengan detect.resemble.ai. diketahui, audio merupakan rekayasa kecerdasan buatan (artificial intelligence/ai).
terakhir, turnbackhoax menelusuri dokumentasi yang dipakai dalam video unggahan akun tiktok “vicki_prastioo” lewat google lens. hasilnya, konteks asli foto merupakan dokumentasi saat vicky prasetyo berada di kantor dewan pimpinan wilayah (dpw) partai kebangkitan bangsa (pkb) jawa tengah, kota semarang pada selasa (3/9/2024). sebagai informasi, vicky prasetyo diusung oleh pkb untuk melaju ke kursi calon bupati pemalang.",1
"sri mulyani bongkar korup jokowi kepada prabowo ?. garispolitik1320
mengejutkan..!  
takut dipenjara  
sri mulyani bongkar korup jkw","sebuah video bernarasikan menteri keuangan sri mulyani indrawati bongkar korupsi jokowi kepada prabowo beredar dari channel youtube bernama garis politik pada 25 september 2024.
setelah dilakukan penelusuran, gambar thumbnail yang ditampilkan dalam video tersebut merupakan hasil manipulasi dari gabungan beberapa gambar berbeda. beberapa cuplikan video yang ditampilkan juga tidak mendukung klaim narasi.
narator dalam video hanya membacakan ulang artikel dari detik.com berjudul “sri mulyani umumkan apbn defisit rp 153,7 triliun”. dalam artikel ini membahas tentang menteri keuangan sri mulyani indrawati melaporkan anggaran pendapatan dan belanja negara (apbn) sampai agustus 2024 defisit rp 153,7 triliun. realisasi itu setara dengan 0,68% terhadap produk domestik bruto (pdb).
selain itu terdapat juga narasi yang membahas tentang menteri keuangan sri mulyani indrawati mengajak bank dunia (world bank) untuk menyusun strategi agar indonesia bisa keluar dari status negara berpendapatan menengah atau middle income trap. narasi ini bersumber dari artikel detik.com yang berjudul “sri mulyani minta tolong bank dunia buat keluarkan ri dari middle income trap”.",1
"“massa yang tergabung dalam aksi 67 melakukan long march dari masjid istiqlal menuju gedung bareskrim mabes polri, jakarta, jumat (6/7).”","deskripsi foto: “massa yang tergabung dalam aksi 67 melakukan long march dari masjid istiqlal menuju gedung bareskrim mabes polri, jakarta, jumat (6/7). aksi ini menuntut penuntasan kasus penistaan agama sukmawati soekarno putri, ade armando dan victor laiskodat. ",0
"berikut narasi lengkapnya:“alhamdulillah prabowo dan gibran rakabuming sebagai presiden terpilih kabulkan kenaikan gaji bagi nakes, honorer dan bidan, apakah kamu termasuk??”","akun tiktok “seputar.informasi_id” pada kamis (14/11/2024) mengunggahfoto berisi potret presiden prabowo disertai klaim “prabowo kabulkan kenaikan gaji tenaga kesehatan dan guru honorer.”
berikut narasi lengkapnya:“alhamdulillah prabowo dan gibran rakabuming sebagai presiden terpilih kabulkan kenaikan gaji bagi nakes, honorer dan bidan, apakah kamu termasuk??”
pengunggah mengarahkan warganet untuk mengakses tautan dalam bio akun.
per selasa (26/11/2024), unggahan tersebut telah menuai sekitar 14 ribu tanda suka dan hampir 1.000 komentar, serta dibagikan ulang lebih dari 2.500 kali.
tim pemeriksa fakta mafindo (turnbackhoax) memastikan kebenaran klaim dengan memasukkan kata kunci “prabowo kabulkan kenaikan gaji tenaga kesehatan dan guru honorer” ke mesin pencarian google. namun, tidak ditemukan satu pun pemberitaan media kredibel mengenai hal itu.
penelusuran berlanjut dengan mengakses laman media onlinebungko news(yang terdapat dalam unggahan) dan mengetikkan kata kunci “prabowo kabulkan kenaikan gaji nakes”. hasilnya, tidak ditemukan berita atau artikel yang membahas klaim.
turnbackhoax kemudian mengeklik tautan dalam bio akun pengunggah. diketahui, warganet diarahkan ke laman yang meminta nomor telepon dan kode otp.
terakhir, turnbackhoax mencari tahu keaslian foto unggahan lewat google lens. diketahui, foto tersebut merupakan unggahan akun x resmi prabowo “prabowo”. konteks aslinya adalah potongan dokumentasi saat prabowo menghadiri rapat koordinasi nasional (rakornas) pemerintah pusat dan daerah pada kamis (7/11/2024). tidak ada informasi mengenai pembahasan soal kenaikan gaji tenaga kesehatan dan guru honorer dalam unggahan tersebut.
referensi
unggahan berisi klaim “prabowo kabulkan kenaikan gaji tenaga kesehatan dan guru honorer” merupakan konten palsu (fabricated content).
(ditulis oleh vinanda febriani)",1
"“#viralkan
azab menimpa pm #israelterrorism benjamin netanyahu dinyatakan sekarat
terjangkit penyakit mematikan
terjangkit penyakit mematikan pm israel terrorist dinyatakan begini”.
","akun twitter 21_mozza mengunggah video yang menjelaskan bahwa benjamin netanyahu saat ini tengah sekarat karena terjangkit penyakit mematikan. di video itu disebutkan bahwa jenis penyakitnya belum diketahui, namun kondisi netanyahu saat ini sudah sangat parah. cuitan dan video yang diunggah pada 27 agustus tersebut sudah disukai 361 orang, dikutip dan dibagikan ulang hampir 200 kali, serta telah dilihat 9,400 kali.
setelah dilakukan penelusuran, informasi tersebut menyesatkan. tim pemeriksa fakta mafindo mencari dengan memasukkan kata kunci “benjamin netanyahu dying”, dan hasilnya banyak memberitakan mengenai operasi hernia yang dilakukan netanyahu pada juni 2024. salah satunya seperti yang diberitakan times of israel di artikelnya yang berjudul “netanyahu has successful hernia surgery at jerusalem hospital”.
masih melansir dari artikel tersebut, memang disebutkan bahwa banyak pihak yang menuntut transparasi kondisi kesehatan netanyahu, dan hingga saat ini masih belum diberikan. namun, tidak ada laporan resmi dan bukti-bukti yang mengarah kepada kondisi netanyahu yang sekarat atau terjangkit penyakit mematikan.
hingga saat ini, netanyahu masih muncul dalam beberapa wawancara dan pertemuan penting. kabar terakhir netanyahu, yang diberitakan oleh the guardian menyebutkan netanyahu meminta adanya pemberhentian sebagian operasi militer di gaza supaya anak-anak kecil di daerah tersebut dapat divaksinasi polio.
bukti lain bahwa netanyahu saat ini tidak dalam kondisi sekarat adalah pada 20 agustus, perdana menteri inggris, keir starmer, melakukan perbincangan dengan netanyahu, dan telah diberitakan di press release resmi pemerintah uk.
narasi mengenai benjamin netanyahu yang terbaring sakit karena penyakit mematikan juga beberapa kali telah dibahas oleh turnbackhoax.id, salah satunya di artikelnya yang berjudul “salah foto perdana menteri israel benjamin netanyahu terbaring sakit” dan “salah foto benyamin netanyahu terbaring di atas tempat tidur dan memakai alat pernapasan”.",1
truk semi kontainer paslon 01 ini kira-kira membawa apa (demikian seorang kawan kirim dm dan minta di upload),"beredar luas sebuah video truk kontainer bergambar capres-cawapres nomor urut 01 jokowi-ma’ruf amin yang membuat heboh warganet.
tidak sedikit warganet yang curiga apa yang dibawa oleh truk tersebut, adakah hubungannya dengan pemilu tahun ini.
salah satu sumber yang membuat video tersebut viral adalah cuitan dari politikus partai demokrat, andi arief.
dalam video yang diunggah andi arief, ada 7 truk kontainer yang terlihat melaju di jalanan.
tak ketinggalan akun resmi partai gerindra juga bereaksi atas video viral truk kontainer bergambar jokowi-marul amin tersebut.
partai gerindra tampak memberikan tanggapan atas video yang diunggah oleh andi arief tersebut.
melalui akun terverifikasi, gerindra, partai gerindra menyebutkan kemungkinan truk tersebut dipergunakan untuk branding.
“mungkin enggak sih kalau itu hanya sekedar branding?” kicau gerindra.
diketahui bahwa truk kontainer tersebut adalah truk untuk ekspor produk kayu dan mebel ke luar negeri. truk jalan berderetan karena diinisiasi oleh sedulur kayu dan mebel (sekabel) jokowi.
mereka menggunakan belasan truk kontainer yang diselimuti spanduk dukungan untuk pasangan capres 01 itu.
pembina sekabel jokowi, begog djoko winarso, mengatakan, pemberangatan konvoi kontainer merupakan bentuk kampanye santun.
“ini memang bagian dari kegiatan kampanye jokowi. satu untuk semua semua untuk satu,” ujarnya.
iring-iringan truk kontainer berangkat dari jembatan timbang, bangak, kecamatan banyudono kabupaten boyolali, rabu",0
"“netanyahu tantang indonesia dan malaysia untuk lawan mereka2 negara ditantang habis oleh pasukan khusus israel, gimana pendapat kalian?”","akun tiktok “muh.chlis” pada (30/09/2024) mengunggahfoto berupa tangkapan layar nbc news dengan narasi:
“netanyahu tantang indonesia dan malaysia untuk lawan mereka2 negara ditantang habis oleh pasukan khusus israel, gimana pendapat kalian?”
per senin (11/11/2024), konten tersebut sudah menuai lebih dari 9.500 komentar, disukai sekitar 22,8 ribu akun, dan dibagikan ulang 1.800-an kali.
tim pemeriksa fakta mafindo (turnbackhoax) memasukkan kata kunci “netanyahu tantang indonesia dan malaysia” di kolom pencarian nbc news indonesia. hasilnya, tidak ada pemberitaan dengan judul tersebut.
turnbackhoax kemudian menelusuri keaslian foto unggahan menggunakan fitur google lens, diketahui, sumbernya berasal dari berita nbc news “pro-israel lawmakers in both parties are losing confidence in netanyahu” yang tayang januari 2024.
dalam berita itu tak ada pernyataan “netanyahu tantang indonesia dan malaysia untuk lawan israel”. isu yang dibahas adalah hilangnya kepercayaan pendukung garis keras israel terhadap perdana menteri israel benjamin netanyahu karena strateginya dalam mengakhiri konflik israel-palestina.",1
“dek…kamu di mana?”,"akun facebook jusuf sudrajat memposting sebuah tanggapan layar artikel milik kompas.com berjudul “kpk akui tak tahu keberadaan kaesang usai isu gratifikasi jet pribadi”. gambar dalam artikel tersebut menampilkan gambar gibran yang seolah-olah sedang mencari sesuatu, dalam gambar tersebut juga diberi narasi “dek…kamu di mana?”. postingan yang disertai caption “kaya nya ngumpet di tempat harus masiku :face_with_hand_over_mouth::face_with_hand_over_mouth:” diunggah pada dua september 2024 pukul 22.19.
setelah ditelusuri dalam website kompas.com menggunakan index dan memasukkan tanggal di publish-nya artikel tersebut hasilnya ditemukan artikel yang asli. jika dibandingkan judul antara postingan facebook dan artikel asli memiliki kesamaan, begitu pula tanggal public dan waktu publish yaitu 31 agustus 2024 pukul 13.30 wib. namun jika diperhatikan lebih detail, gambar artikel yang asli menampilkan gambar kaesang pangarep dan erina gudono ketika berkunjung di ngarsopuro kota solo, jawa tengah bukan gambar gibran yang disertai narasi “dek…kamu di mana?”. gambar gibran yang ada dalam postingan facebook diambil saat debat cawapres pada pemilu 2024.",1
pdip mulai dihancurkan !! bongkar kebusukan jokowi sekjen pdip terancam dipenjarabreaking newshasto dalam bahayabongkar kebusukan jkw hasto terancam dipenjara,"beredarvideodari kanal youtube “kopi politik” yang mengeklaim hasto kristiyanto terancam dipenjara akibat bongkar kebusukan jokowi.
berikut narasi lengkapnya:
pdip mulai dihancurkan !! bongkar kebusukan jokowi sekjen pdip terancam dipenjarabreaking newshasto dalam bahayabongkar kebusukan jkw hasto terancam dipenjara
klaim diperkuat dengan sampul foto (thumbnail) yang menampilkan kapolri jenderal listyo sigit prabowo seolah berpidato di depan kader pdip. sejak diunggah selasa (26/11/2024), video tersebut telah ditonton hampir 3.000 kali per jumat (29/11/2024).
tim pemeriksa fakta mafindo (turnbackhoax) pertama-tama menelusuri kebenaran klaim dengan memasukkan kata kunci “hasto kristiyanto terancam dipenjara akibat bongkar kebusukan jokowi” ke mesin pencarian google.
hasilnya, tidak ditemukan informasi tentang hasto kristiyanto terancam dipenjara akibat bongkar kebusukan jokowi.
turnbackhoax kemudian menelusuri sampul foto video unggahan lewat google lens. diketahui, foto berasal dari momen puan maharani mengikuti kegiatan temu kader pdi perjuangan dan konsolidasi partai yang dihadiri pengurus pdi perjuangan dari 4 kabupaten (sintang, kapuas hulu, melawi, dan sekadau). gambar asli dimuat di lamandetik.comdalam berita ”puan maharani temui kader pdip di sintang kalbar”.
video berdurasi 9 menit 33 detik tersebut hanya menampilkan cuplikan dari beberapa peristiwa berbeda yang tidak berkaitan. narator dalam video membacakan ulang artikelfajar.co.id“cerita hasto kristiyanto diberitahu connie rahakundini soal dirinya bakal ditetapkan tersangka”.
artikel yang tayang minggu (24/11/2024) itu membahas kehadiran sekretaris jenderal pdi perjuangan hasto kristiyanto dalam siniar yang ditayangkan di kanal youtube “akbar faizal uncensored”. dalam momen itu, hasto bercerita kalau ia mendengar informasi dari pengamat intelijen connie rahakundini bahwa dirinya bakal ditetapkan sebagai tersangka terhadap perkara yang tidak jelas.",1
